cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
192870	19287	0.99999	0.070243	0	0	0.12812	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
192871	1	1	0.070243	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
135469	135470	0.1	0.47956	7.3817e-06	0	0.065254	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
270938	135469	0.2	0.23955	1.4764e-05	0	0.064561	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
406407	135469	0.3	0.12866	0	0	0.064649	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
541876	135469	0.4	0.076924	0	0	0.065092	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
677345	135469	0.5	0.053656	0	0	0.06524	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
812814	135469	0.6	0.042971	0	0	0.064627	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
948283	135469	0.7	0.037298	0	0	0.064258	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
1083752	135469	0.8	0.03504	0	0	0.0649	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
1219221	135469	0.9	0.034056	7.3818e-06	0	0.064952	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
1354690	135469	1	0.033867	0	0	0.064435	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
1354695	5	1	0.033867	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
33051	33052	0.1	0.50477	0	0	0.1216	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
66102	33051	0.2	0.2716	0	0	0.12121	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
99153	33051	0.3	0.15898	0	0	0.12012	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
132204	33051	0.4	0.10708	0	0	0.12142	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
165255	33051	0.49999	0.080759	0	0	0.12063	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
198306	33051	0.59999	0.068475	0	0	0.12148	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
231357	33051	0.69999	0.06321	3.0256e-05	0	0.12033	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
264408	33051	0.79999	0.061068	0	0	0.12208	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
297459	33051	0.89999	0.058623	0	0	0.12006	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
330510	33051	0.99998	0.059531	0	0	0.12432	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
330515	5	1	0.059519	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
190749	190750	0.1	0.49918	5.2425e-06	0	0.10821	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
381498	190749	0.2	0.26451	0	0	0.10891	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
572247	190749	0.3	0.15345	0	0	0.11037	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
762996	190749	0.4	0.10083	0	0	0.10912	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
953745	190749	0.5	0.076465	0	0	0.10918	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1144494	190749	0.6	0.065038	0	0	0.10862	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1335243	190749	0.7	0.059548	0	0	0.10956	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1525992	190749	0.8	0.056942	0	0	0.10933	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1716741	190749	0.9	0.054834	1.0485e-05	0	0.10952	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1907490	190749	1	0.054451	0	0	0.10806	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
1907491	1	1	0.054453	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
28214	28215	0.1	0.49907	0	0	0.10696	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
56428	28214	0.2	0.26402	0	0	0.10225	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
84642	28214	0.3	0.15218	0	0	0.10505	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
112856	28214	0.4	0.099752	0	0	0.10045	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
141070	28214	0.5	0.076118	0	0	0.099277	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
169284	28214	0.6	0.063982	7.0887e-05	0	0.10644	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
197498	28214	0.7	0.05834	7.0887e-05	0	0.10229	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
225712	28214	0.8	0.056965	3.5443e-05	0	0.10566	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
253926	28214	0.9	0.056483	0	0	0.09832	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
282139	28213	1	0.053846	0	0	0.10013	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
32791	32792	0.1	0.47749	3.0495e-05	0	0.063278	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
65582	32791	0.2	0.23841	0	0	0.061633	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
98373	32791	0.3	0.12746	0	0	0.061999	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
131164	32791	0.4	0.07713	0	0	0.060047	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
163955	32791	0.49999	0.052635	0	0	0.062517	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
196746	32791	0.59999	0.041755	3.0496e-05	0	0.063524	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
229537	32791	0.69999	0.037314	3.0496e-05	0	0.062395	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
262328	32791	0.79999	0.03629	0	0	0.061175	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
295119	32791	0.89999	0.034655	0	0	0.062334	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
327910	32791	0.99998	0.033435	0	0	0.064377	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
327915	5	1	0.033423	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
386105	386106	0.1	0.4645	2.59e-06	0	0.033716	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
772210	386105	0.2	0.22118	0	0	0.033672	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
1158315	386105	0.3	0.10993	0	0	0.033861	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
1544420	386105	0.4	0.059417	0	0	0.033768	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
1930525	386105	0.5	0.036455	2.59e-06	0	0.034102	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
2316630	386105	0.6	0.025794	0	0	0.034024	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
2702735	386105	0.7	0.021105	0	0	0.033118	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
3088840	386105	0.8	0.018941	0	0	0.034149	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
3474945	386105	0.9	0.017836	0	0	0.03369	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
3861050	386105	1	0.017371	0	0	0.033636	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
3861051	1	1	0.017371	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
161146	161147	0.1	0.48623	6.2055e-06	0	0.081069	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
322292	161146	0.2	0.24777	0	0	0.081119	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
483438	161146	0.3	0.13704	0	0	0.07981	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
644584	161146	0.4	0.085061	0	0	0.080716	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
805730	161146	0.5	0.06176	0	0	0.080945	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
966876	161146	0.6	0.050771	0	0	0.08092	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
1128022	161146	0.7	0.045345	0	0	0.080331	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
1289168	161146	0.8	0.043134	0	0	0.081076	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
1450314	161146	0.9	0.04193	1.2411e-05	0	0.080759	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
1611459	161145	1	0.041572	0	0	0.080871	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	5
102696	102697	0.1	0.49254	1.9475e-05	0	0.095368	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
205392	102696	0.2	0.25705	0	0	0.097472	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
308088	102696	0.3	0.14658	0	0	0.098826	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
410784	102696	0.4	0.094959	0	0	0.096138	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
513480	102696	0.5	0.07118	0	0	0.096459	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
616176	102696	0.6	0.059484	0	0	0.096781	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
718872	102696	0.7	0.054397	0	0	0.096703	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
821568	102696	0.79999	0.052395	0	0	0.096479	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
924264	102696	0.89999	0.050973	9.7375e-06	0	0.097599	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
1026960	102696	0.99999	0.049965	0	0	0.095758	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
1026967	7	1	0.049968	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	5
11976	11977	0.1	0.47181	0	0	0.052517	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
23952	11976	0.19999	0.23288	0	0	0.055444	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
35928	11976	0.29999	0.12234	0.000167	0	0.050768	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
47904	11976	0.39998	0.071238	8.35e-05	0	0.048681	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
59880	11976	0.49997	0.047225	0	0	0.051436	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
71856	11976	0.59997	0.036905	8.35e-05	0	0.049015	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
83832	11976	0.69996	0.032062	8.35e-05	0	0.052271	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
95808	11976	0.79995	0.028789	0	0	0.04985	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
107784	11976	0.89995	0.028021	0	0	0.04985	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
119760	11976	0.99994	0.026351	0	0	0.051937	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
119767	7	1	0.026318	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	5
7750	7751	0.1	0.45146	0	0	0.007999	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
15500	7750	0.19999	0.21025	0	0	0.0068387	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
23250	7750	0.29998	0.099241	0.00025806	0	0.0085161	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
31000	7750	0.39997	0.051659	0	0	0.0073548	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
38750	7750	0.49996	0.027507	0	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
46500	7750	0.59995	0.017908	0	0	0.0072258	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
54250	7750	0.69994	0.012386	0	0	0.0087742	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
62000	7750	0.79993	0.010012	0	0	0.0091613	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
69750	7750	0.89992	0.0088765	0	0	0.0072258	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
77500	7750	0.99991	0.0080508	0	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
77507	7	1	0.0080508	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	5
8098	8099	0.1	0.4819	0	0	0.069021	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
16196	8098	0.19999	0.24552	0	0	0.067548	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
24294	8098	0.29998	0.13409	0.00024697	0	0.067918	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
32392	8098	0.39997	0.080901	0	0	0.062608	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
40490	8098	0.49996	0.056749	0	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
48588	8098	0.59995	0.045785	0.00012349	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
56686	8098	0.69994	0.040352	0	0	0.070264	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
64784	8098	0.79993	0.036647	0	0	0.067548	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
72882	8098	0.89992	0.034573	0	0	0.060262	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
80980	8098	0.99991	0.035314	0	0	0.063843	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
80987	7	1	0.035314	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	5
2926	2927	0.10002	0.48879	0.00034165	0	0.086778	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
5852	2926	0.20001	0.26217	0	0	0.091251	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
8778	2926	0.29999	0.15295	0	0	0.088859	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
11704	2926	0.39998	0.099098	0	0	0.08339	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
14630	2926	0.49997	0.081465	0.00068353	0	0.090567	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
17556	2926	0.59995	0.065746	0	0	0.085441	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
20482	2926	0.69994	0.057135	0	0	0.08134	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
23408	2926	0.79992	0.057545	0	0	0.09296	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
26334	2926	0.89991	0.057955	0	0	0.086124	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
29260	2926	0.9999	0.057408	0	0	0.08339	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
29263	3	1	0.057408	0	0	0	0	0	Gene - participates - Cancer-Hallmarks	GpH	6
41670	41671	0.1	0.48795	2.3998e-05	0	0.083535	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
83340	41670	0.2	0.25044	0	0	0.082745	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
125010	41670	0.3	0.13871	0	0	0.080514	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
166680	41670	0.39999	0.087812	2.3998e-05	0	0.084833	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
208350	41670	0.49999	0.063335	0	0	0.081929	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
250020	41670	0.59999	0.052238	0	0	0.081497	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
291690	41670	0.69999	0.047035	0	0	0.083897	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
333360	41670	0.79999	0.046037	0	0	0.084593	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
375030	41670	0.89999	0.044808	0	0	0.081473	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
416700	41670	0.99998	0.043484	2.3998e-05	0	0.083393	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
416707	7	1	0.043474	0	0	0	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	6
16843	16844	0.1	0.51218	5.9368e-05	0	0.13293	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
33686	16843	0.2	0.28021	0	0	0.1343	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
50529	16843	0.3	0.17085	0	0	0.13406	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
67372	16843	0.4	0.11746	0	0	0.13418	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
84215	16843	0.5	0.092619	0	0	0.12872	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
101058	16843	0.6	0.080745	0	0	0.13264	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
117901	16843	0.7	0.074143	0	0	0.13252	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
134744	16843	0.8	0.071269	5.9372e-05	0	0.13359	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
151587	16843	0.9	0.069013	0	0	0.13412	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
168430	16843	0.99999	0.068016	0	0	0.13543	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
168431	1	1	0.068016	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	6
19287	19288	0.1	0.50969	0	0	0.12956	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
38574	19287	0.2	0.27633	0	0	0.12506	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
57861	19287	0.3	0.16869	0	0	0.13496	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
77148	19287	0.4	0.11769	0	0	0.12734	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
96435	19287	0.5	0.091729	0	0	0.13175	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
115722	19287	0.6	0.079493	0	0	0.13403	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
135009	19287	0.7	0.074454	0	0	0.1319	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
154296	19287	0.8	0.072877	0.0001037	0	0.12692	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
173583	19287	0.9	0.070824	0	0	0.12952	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
192870	19287	0.99999	0.06931	0	0	0.13309	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
192871	1	1	0.06931	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	6
135469	135470	0.1	0.47931	0	0	0.064915	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
270938	135469	0.2	0.23958	0	0	0.064428	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
406407	135469	0.3	0.12826	0	0	0.064369	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
541876	135469	0.4	0.077121	0	0	0.065019	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
677345	135469	0.5	0.052838	0	0	0.064354	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
812814	135469	0.6	0.042144	0	0	0.064229	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
948283	135469	0.7	0.037242	0	0	0.065343	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
1083752	135469	0.8	0.035226	7.3818e-06	0	0.065572	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
1219221	135469	0.9	0.034042	7.3818e-06	0	0.065897	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
1354690	135469	1	0.033354	7.3818e-06	0	0.06479	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
1354695	5	1	0.033354	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	6
33051	33052	0.1	0.50429	0	0	0.11966	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
66102	33051	0.2	0.27135	0	0	0.11873	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
99153	33051	0.3	0.15973	0	0	0.12208	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
132204	33051	0.4	0.10761	0	0	0.12326	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
165255	33051	0.49999	0.081473	0	0	0.11794	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
198306	33051	0.59999	0.069879	0	0	0.12399	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
231357	33051	0.69999	0.06465	6.0513e-05	0	0.12175	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
264408	33051	0.79999	0.062654	0	0	0.11631	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
297459	33051	0.89999	0.060608	0	0	0.12103	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
330510	33051	0.99998	0.059531	0	0	0.11776	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
330515	5	1	0.059531	0	0	0.4	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	6
190749	190750	0.1	0.49979	0	0	0.10906	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
381498	190749	0.2	0.26503	0	0	0.10753	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
572247	190749	0.3	0.15363	0	0	0.11044	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
762996	190749	0.4	0.10085	5.2425e-06	0	0.10927	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
953745	190749	0.5	0.076534	0	0	0.10975	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1144494	190749	0.6	0.064942	0	0	0.10978	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1335243	190749	0.7	0.059383	5.2425e-06	0	0.10801	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1525992	190749	0.8	0.056839	0	0	0.1089	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1716741	190749	0.9	0.055036	5.2425e-06	0	0.10778	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1907490	190749	1	0.054623	1.0485e-05	0	0.10731	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
1907491	1	1	0.054623	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	6
28214	28215	0.1	0.49716	0	0	0.10338	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
56428	28214	0.2	0.26247	0	0	0.10229	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
84642	28214	0.3	0.149	0	0	0.10456	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
112856	28214	0.4	0.097257	3.5443e-05	0	0.10236	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
141070	28214	0.5	0.074743	0	0	0.10038	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
169284	28214	0.6	0.062636	0	0	0.10321	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
197498	28214	0.7	0.059105	3.5443e-05	0	0.10364	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
225712	28214	0.8	0.05627	0	0	0.10481	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
253926	28214	0.9	0.055065	0	0	0.10211	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
282139	28213	1	0.053888	0	0	0.10226	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	6
32791	32792	0.1	0.47709	0	0	0.062424	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
65582	32791	0.2	0.23844	0	0	0.06209	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
98373	32791	0.3	0.12735	0	0	0.064743	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
131164	32791	0.4	0.076947	0	0	0.062182	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
163955	32791	0.49999	0.053062	0	0	0.062182	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
196746	32791	0.59999	0.042108	0	0	0.064164	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
229537	32791	0.69999	0.037741	3.0496e-05	0	0.062029	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
262328	32791	0.79999	0.035448	0	0	0.060931	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
295119	32791	0.89999	0.033911	0	0	0.060748	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
327910	32791	0.99998	0.033082	0	0	0.060596	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
327915	5	1	0.033069	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	6
386105	386106	0.1	0.46484	0	0	0.033286	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
772210	386105	0.2	0.22107	0	0	0.033791	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
1158315	386105	0.3	0.11017	0	0	0.033429	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
1544420	386105	0.4	0.059697	2.59e-06	0	0.03338	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
1930525	386105	0.5	0.03642	5.1799e-06	0	0.03367	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
2316630	386105	0.6	0.02588	5.1799e-06	0	0.033711	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
2702735	386105	0.7	0.021284	0	0	0.033651	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
3088840	386105	0.8	0.019053	0	0	0.034087	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
3474945	386105	0.9	0.01811	0	0	0.033657	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
3861050	386105	1	0.017582	0	0	0.034265	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
3861051	1	1	0.017582	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	6
161146	161147	0.1	0.48694	0	0	0.082633	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
322292	161146	0.2	0.24897	0	0	0.081771	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
